,Unnamed: 0,subject,professor,lecture_type,time,building,building_room_number,parsed_times,latitude,longitude
2205,2205,제어공학 1,유인호,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:공과대학6호관,B16,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.847064,127.134499
2206,2206,제어공학기초,이태희,일반,"월 1-A,월 1-B,월 2-A,월 2-B,수 1-A,수 1-B",전주:공과대학7호관,228,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0))]",35.846049,127.134447
2207,2207,제어공학기초,이태희,일반,"화 1-A,화 1-B,화 2-A,화 2-B,목 3-A,목 3-B",전주:공과대학7호관,227,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.846049,127.134447
2208,2208,제어시스템특론,유인호,일반,"화 11-A,화 11-B,화 12-A,화 12-B,화 13-A,화 13-B",전주:공과대학3호관,216,"[('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Tuesday', datetime.time(21, 0), datetime.time(21, 30)), ('Tuesday', datetime.time(21, 30), datetime.time(22, 0))]",35.846905,127.133528
2209,2209,젠더와사회,정미경,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 6-A,수 6-B",전주:공과대학1호관,149,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.846595,127.132551
2210,2210,조경관계법규,양병선,일반,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B",전주:농업생명과학대학3호관,402,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0))]",35.848656,127.134553
2211,2211,조경문화사,김정문,일반,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B",전주:농업생명과학대학3호관,302-1,"[('Wednesday', datetime.time(19, 0), datetime.time(19, 30)), ('Wednesday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(20, 0), datetime.time(20, 30)), ('Wednesday', datetime.time(20, 30), datetime.time(21, 0)), ('Wednesday', datetime.time(21, 0), datetime.time(21, 30)), ('Wednesday', datetime.time(21, 30), datetime.time(22, 0))]",35.848656,127.134553
2212,2212,조경미학및디자인기초,우지연,일반,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B",전주:농업생명과학대학3호관,402,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(18, 0), datetime.time(18, 30)), ('Wednesday', datetime.time(18, 30), datetime.time(19, 0))]",35.848656,127.134553
2213,2213,조경수관리론,송영주,일반,"목 11-A,목 11-B,목 12-A,목 12-B,목 13-A,목 13-B",전주:농업생명과학대학3호관,311,"[('Thursday', datetime.time(19, 0), datetime.time(19, 30)), ('Thursday', datetime.time(19, 30), datetime.time(20, 0)), ('Thursday', datetime.time(20, 0), datetime.time(20, 30)), ('Thursday', datetime.time(20, 30), datetime.time(21, 0)), ('Thursday', datetime.time(21, 0), datetime.time(21, 30)), ('Thursday', datetime.time(21, 30), datetime.time(22, 0))]",35.848656,127.134553
2214,2214,조경수관리학,송영주,일반,"목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B",전주:농업생명과학대학3호관,402,"[('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30)), ('Thursday', datetime.time(17, 30), datetime.time(18, 0))]",35.848656,127.134553
2215,2215,조경시공및적산,김세천,일반,"월 1-A,월 1-B,월 2-A,월 2-B,월 3-A,월 3-B",전주:농업생명과학대학3호관,317,"[('Monday', datetime.time(9, 0), datetime.time(9, 30)), ('Monday', datetime.time(9, 30), datetime.time(10, 0)), ('Monday', datetime.time(10, 0), datetime.time(10, 30)), ('Monday', datetime.time(10, 30), datetime.time(11, 0)), ('Monday', datetime.time(11, 0), datetime.time(11, 30)), ('Monday', datetime.time(11, 30), datetime.time(12, 0))]",35.848656,127.134553
2216,2216,조경식물학및실습 2,변무섭,일반,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B,화 9-A,화 9-B",전주:농업생명과학대학3호관,416,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0))]",35.848656,127.134553
2217,2217,조경식재설계론및실습,홍현정,일반,"월 5-A,월 5-B,월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B",전주:농업생명과학대학3호관,317,"[('Monday', datetime.time(13, 0), datetime.time(13, 30)), ('Monday', datetime.time(13, 30), datetime.time(14, 0)), ('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0))]",35.848656,127.134553
2218,2218,조경제도및표현기법,정푸름,일반,"목 5-A,목 5-B,목 6-A,목 6-B,목 7-A,목 7-B,목 8-A,목 8-B,목 9-A,목 9-B",전주:농업생명과학대학3호관,312,"[('Thursday', datetime.time(13, 0), datetime.time(13, 30)), ('Thursday', datetime.time(13, 30), datetime.time(14, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30)), ('Thursday', datetime.time(17, 30), datetime.time(18, 0))]",35.848656,127.134553
2219,2219,*조경학의이해,양병선,일반,"화 3-A,화 3-B,화 4-A,화 4-B,화 5-A,화 5-B",전주:농업생명과학대학3호관,416,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Tuesday', datetime.time(12, 30), datetime.time(13, 0)), ('Tuesday', datetime.time(13, 0), datetime.time(13, 30)), ('Tuesday', datetime.time(13, 30), datetime.time(14, 0))]",35.848656,127.134553
2220,2220,조림학 1,박우진,일반,"금 6-A,금 6-B,금 7-A,금 7-B,금 8-A,금 8-B",전주:농업생명과학대학본관,423,"[('Friday', datetime.time(14, 0), datetime.time(14, 30)), ('Friday', datetime.time(14, 30), datetime.time(15, 0)), ('Friday', datetime.time(15, 0), datetime.time(15, 30)), ('Friday', datetime.time(15, 30), datetime.time(16, 0)), ('Friday', datetime.time(16, 0), datetime.time(16, 30)), ('Friday', datetime.time(16, 30), datetime.time(17, 0))]",35.849287,127.133276
2221,2221,조림학 1,정동준,일반,"토 1-A,토 1-B,토 2-A,토 2-B,토 3-A,토 3-B",전주:농업생명과학대학본관,329,"[('Saturday', datetime.time(9, 0), datetime.time(9, 30)), ('Saturday', datetime.time(9, 30), datetime.time(10, 0)), ('Saturday', datetime.time(10, 0), datetime.time(10, 30)), ('Saturday', datetime.time(10, 30), datetime.time(11, 0)), ('Saturday', datetime.time(11, 0), datetime.time(11, 30)), ('Saturday', datetime.time(11, 30), datetime.time(12, 0))]",35.849287,127.133276
2222,2222,졸업논문지도 1,장용석,일반,"화 8-A,화 8-B,화 9-A,화 9-B",전주:자연과학대학4호관,318,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0))]",35.846644,127.130729
2223,2223,졸업설계-Capstone Design,양병선,일반,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B,수 4-A,수 4-B,수 5-A,수 5-B,수 6-A,수 6-B",전주:농업생명과학대학3호관,416,"[('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0)), ('Wednesday', datetime.time(12, 0), datetime.time(12, 30)), ('Wednesday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(13, 0), datetime.time(13, 30)), ('Wednesday', datetime.time(13, 30), datetime.time(14, 0)), ('Wednesday', datetime.time(14, 0), datetime.time(14, 30)), ('Wednesday', datetime.time(14, 30), datetime.time(15, 0))]",35.848656,127.134553
2224,2224,졸업프로젝트실험 1,임재원,일반,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,화 9-A,화 9-B,화 10-A,화 10-B,화 11-A,화 11-B",전주:공과대학4호관,401,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0)), ('Tuesday', datetime.time(18, 0), datetime.time(18, 30)), ('Tuesday', datetime.time(18, 30), datetime.time(19, 0)), ('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0))]",35.847517,127.132559
2225,2225,종자학특론,정남진,일반,"화 8-A,화 8-B,화 9-A,화 9-B,화 10-A,화 10-B",전주:농업생명과학대학2호관,326,"[('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0)), ('Tuesday', datetime.time(17, 0), datetime.time(17, 30)), ('Tuesday', datetime.time(17, 30), datetime.time(18, 0)), ('Tuesday', datetime.time(18, 0), datetime.time(18, 30)), ('Tuesday', datetime.time(18, 30), datetime.time(19, 0))]",35.849073,127.132036
2226,2226,종합설계,이승로,일반,"월 10-A,월 10-B,월 11-A,월 11-B,월 12-A,월 12-B,수 10-A,수 10-B,수 11-A,수 11-B,수 12-A,수 12-B",전주:공과대학3호관,411,"[('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0)), ('Monday', datetime.time(19, 0), datetime.time(19, 30)), ('Monday', datetime.time(19, 30), datetime.time(20, 0)), ('Monday', datetime.time(20, 0), datetime.time(20, 30)), ('Monday', datetime.time(20, 30), datetime.time(21, 0)), ('Wednesday', datetime.time(18, 0), datetime.time(18, 30)), ('Wednesday', datetime.time(18, 30), datetime.time(19, 0)), ('Wednesday', datetime.time(19, 0), datetime.time(19, 30)), ('Wednesday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(20, 0), datetime.time(20, 30)), ('Wednesday', datetime.time(20, 30), datetime.time(21, 0))]",35.846905,127.133528
2227,2227,종합설계,이승로,일반,"화 10-A,화 10-B,화 11-A,화 11-B,화 12-A,화 12-B,목 10-A,목 10-B,목 11-A,목 11-B,목 12-A,목 12-B",전주:공과대학3호관,411,"[('Tuesday', datetime.time(18, 0), datetime.time(18, 30)), ('Tuesday', datetime.time(18, 30), datetime.time(19, 0)), ('Tuesday', datetime.time(19, 0), datetime.time(19, 30)), ('Tuesday', datetime.time(19, 30), datetime.time(20, 0)), ('Tuesday', datetime.time(20, 0), datetime.time(20, 30)), ('Tuesday', datetime.time(20, 30), datetime.time(21, 0)), ('Thursday', datetime.time(18, 0), datetime.time(18, 30)), ('Thursday', datetime.time(18, 30), datetime.time(19, 0)), ('Thursday', datetime.time(19, 0), datetime.time(19, 30)), ('Thursday', datetime.time(19, 30), datetime.time(20, 0)), ('Thursday', datetime.time(20, 0), datetime.time(20, 30)), ('Thursday', datetime.time(20, 30), datetime.time(21, 0))]",35.846905,127.133528
2228,2228,종합설계,김필기,일반,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B",전주:공과대학9호관,206,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(18, 0), datetime.time(18, 30)), ('Wednesday', datetime.time(18, 30), datetime.time(19, 0))]",35.847639,127.133651
2229,2229,종합설계 1,김철생,일반,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B,수 8-A,수 8-B,수 9-A,수 9-B,수 10-A,수 10-B",전주:공과대학6호관,B17,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(18, 0), datetime.time(18, 30)), ('Wednesday', datetime.time(18, 30), datetime.time(19, 0))]",35.847064,127.134499
2230,2230,종합설계프로젝트,김태진,일반,"화 3-A,화 3-B,목 1-A,목 1-B,목 2-A,목 2-B",전주:공과대학6호관,509,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Thursday', datetime.time(9, 0), datetime.time(9, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.847064,127.134499
2231,2231,주거환경론,박희준,일반,"월 6-A,월 6-B,월 7-A,월 7-B,수 8-A,수 8-B",전주:농업생명과학대학4호관,324,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.848465,127.135489
2232,2232,주조공학,임재원,일반,"화 5-A,화 5-B,화 6-A,화 6-B,화 7-A,화 7-B",전주:공과대학4호관,401,"[('Tuesday', datetime.time(13, 0), datetime.time(13, 30)), ('Tuesday', datetime.time(13, 30), datetime.time(14, 0)), ('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0))]",35.847517,127.132559
2233,2233,줄기세포학특론,장훈,일반,"수 1-A,수 1-B,수 2-A,수 2-B,수 3-A,수 3-B",전주:자연과학대학2호관,401,"[('Wednesday', datetime.time(9, 0), datetime.time(9, 30)), ('Wednesday', datetime.time(9, 30), datetime.time(10, 0)), ('Wednesday', datetime.time(10, 0), datetime.time(10, 30)), ('Wednesday', datetime.time(10, 30), datetime.time(11, 0)), ('Wednesday', datetime.time(11, 0), datetime.time(11, 30)), ('Wednesday', datetime.time(11, 30), datetime.time(12, 0))]",35.845097,127.128906
2234,2234,중시계물리학,최형국,일반,"화 6-A,화 6-B,화 7-A,화 7-B,화 8-A,화 8-B",전주:자연과학대학5호관,418,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Tuesday', datetime.time(16, 0), datetime.time(16, 30)), ('Tuesday', datetime.time(16, 30), datetime.time(17, 0))]",35.84624,127.130911
2235,2235,지구단위계획및설계,장한두,일반,"수 11-A,수 11-B,수 12-A,수 12-B,수 13-A,수 13-B,수 14-A,수 14-B",전주:공과대학9호관,803,"[('Wednesday', datetime.time(19, 0), datetime.time(19, 30)), ('Wednesday', datetime.time(19, 30), datetime.time(20, 0)), ('Wednesday', datetime.time(20, 0), datetime.time(20, 30)), ('Wednesday', datetime.time(20, 30), datetime.time(21, 0)), ('Wednesday', datetime.time(21, 0), datetime.time(21, 30)), ('Wednesday', datetime.time(21, 30), datetime.time(22, 0)), ('Wednesday', datetime.time(22, 0), datetime.time(22, 30)), ('Wednesday', datetime.time(22, 30), datetime.time(23, 0))]",35.847639,127.133651
2236,2236,지구물리모니터링,오주원,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B",전주:공과대학2호관,401,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0))]",35.846758,127.131632
2237,2237,지구시스템자료분석,김현우,일반,"목 5-A,목 5-B,목 6-A,목 6-B,목 7-A,목 7-B",전주:공과대학6호관,517,"[('Thursday', datetime.time(13, 0), datetime.time(13, 30)), ('Thursday', datetime.time(13, 30), datetime.time(14, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.847064,127.134499
2238,2238,지구환경과학세미나 1,서인아,일반,"수 7-A,수 7-B,금 6-A,금 6-B",전주:자연과학대학4호관,112,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Friday', datetime.time(14, 0), datetime.time(14, 30)), ('Friday', datetime.time(14, 30), datetime.time(15, 0))]",35.846644,127.130729
2239,2239,지구환경및야외실습,서인아,일반,"수 4-A,수 4-B,수 5-A,수 5-B,금 3-A,금 3-B,금 4-A,금 4-B,금 5-A,금 5-B",전주:자연과학대학4호관,112,"[('Wednesday', datetime.time(12, 0), datetime.time(12, 30)), ('Wednesday', datetime.time(12, 30), datetime.time(13, 0)), ('Wednesday', datetime.time(13, 0), datetime.time(13, 30)), ('Wednesday', datetime.time(13, 30), datetime.time(14, 0)), ('Friday', datetime.time(11, 0), datetime.time(11, 30)), ('Friday', datetime.time(11, 30), datetime.time(12, 0)), ('Friday', datetime.time(12, 0), datetime.time(12, 30)), ('Friday', datetime.time(12, 30), datetime.time(13, 0)), ('Friday', datetime.time(13, 0), datetime.time(13, 30)), ('Friday', datetime.time(13, 30), datetime.time(14, 0))]",35.846644,127.130729
2240,2240,지능형고급프로그래밍(Advanced Intelligent Programming),알바로 푸엔테스,일반,"수 7-A,수 7-B,수 8-A,수 8-B,수 9-A,수 9-B",전주:공과대학7호관,105,"[('Wednesday', datetime.time(15, 0), datetime.time(15, 30)), ('Wednesday', datetime.time(15, 30), datetime.time(16, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0)), ('Wednesday', datetime.time(17, 0), datetime.time(17, 30)), ('Wednesday', datetime.time(17, 30), datetime.time(18, 0))]",35.846049,127.134447
2241,2241,지능형열교환기설계,박찬우,일반,"월 6-A,월 6-B,월 7-A,월 7-B,월 8-A,월 8-B",전주:공과대학3호관,309,"[('Monday', datetime.time(14, 0), datetime.time(14, 30)), ('Monday', datetime.time(14, 30), datetime.time(15, 0)), ('Monday', datetime.time(15, 0), datetime.time(15, 30)), ('Monday', datetime.time(15, 30), datetime.time(16, 0)), ('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0))]",35.846905,127.133528
2242,2242,지능형전자캡스톤디자인 1,이상준,일반,"목 1-A,목 1-B,목 2-A,목 2-B,목 3-A,목 3-B",전주:공과대학7호관,523,"[('Thursday', datetime.time(9, 0), datetime.time(9, 30)), ('Thursday', datetime.time(9, 30), datetime.time(10, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0)), ('Thursday', datetime.time(11, 0), datetime.time(11, 30)), ('Thursday', datetime.time(11, 30), datetime.time(12, 0))]",35.846049,127.134447
2243,2243,지능형컴퓨터캡스톤디자인 1(Intelligent Computer Capstone Design 1),나승훈,일반,"화 10-A,화 10-B,목 9-A,목 9-B,목 10-A,목 10-B",전주:공과대학7호관,607,"[('Tuesday', datetime.time(18, 0), datetime.time(18, 30)), ('Tuesday', datetime.time(18, 30), datetime.time(19, 0)), ('Thursday', datetime.time(17, 0), datetime.time(17, 30)), ('Thursday', datetime.time(17, 30), datetime.time(18, 0)), ('Thursday', datetime.time(18, 0), datetime.time(18, 30)), ('Thursday', datetime.time(18, 30), datetime.time(19, 0))]",35.846049,127.134447
2244,2244,지속가능에너지,이루세,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 8-A,목 8-B",전주:공과대학2호관,404,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(16, 0), datetime.time(16, 30)), ('Thursday', datetime.time(16, 30), datetime.time(17, 0))]",35.846758,127.131632
2245,2245,지역발전론,김수현,일반,"월 8-A,월 8-B,월 9-A,월 9-B,수 8-A,수 8-B",전주:농업생명과학대학4호관,419,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Wednesday', datetime.time(16, 0), datetime.time(16, 30)), ('Wednesday', datetime.time(16, 30), datetime.time(17, 0))]",35.848465,127.135489
2246,2246,지역측량학및실습 1,곽진협,일반,"화 6-A,화 6-B,화 7-A,화 7-B,목 6-A,목 6-B,목 7-A,목 7-B",전주:농업생명과학대학본관,217,"[('Tuesday', datetime.time(14, 0), datetime.time(14, 30)), ('Tuesday', datetime.time(14, 30), datetime.time(15, 0)), ('Tuesday', datetime.time(15, 0), datetime.time(15, 30)), ('Tuesday', datetime.time(15, 30), datetime.time(16, 0)), ('Thursday', datetime.time(14, 0), datetime.time(14, 30)), ('Thursday', datetime.time(14, 30), datetime.time(15, 0)), ('Thursday', datetime.time(15, 0), datetime.time(15, 30)), ('Thursday', datetime.time(15, 30), datetime.time(16, 0))]",35.849287,127.133276
2247,2247,지진격리시스템,노화성,일반,"월 8-A,월 8-B,월 9-A,월 9-B,월 10-A,월 10-B",전주:공과대학1호관,262,"[('Monday', datetime.time(16, 0), datetime.time(16, 30)), ('Monday', datetime.time(16, 30), datetime.time(17, 0)), ('Monday', datetime.time(17, 0), datetime.time(17, 30)), ('Monday', datetime.time(17, 30), datetime.time(18, 0)), ('Monday', datetime.time(18, 0), datetime.time(18, 30)), ('Monday', datetime.time(18, 30), datetime.time(19, 0))]",35.846595,127.132551
2248,2248,지진학특론,오주원,일반,"화 1-A,화 1-B,화 2-A,화 2-B,화 3-A,화 3-B",전주:공과대학2호관,325,"[('Tuesday', datetime.time(9, 0), datetime.time(9, 30)), ('Tuesday', datetime.time(9, 30), datetime.time(10, 0)), ('Tuesday', datetime.time(10, 0), datetime.time(10, 30)), ('Tuesday', datetime.time(10, 30), datetime.time(11, 0)), ('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0))]",35.846758,127.131632
2249,2249,지형공간정보특론,조기성,일반,"화 3-A,화 3-B,화 4-A,화 4-B,목 2-A,목 2-B",전주:공과대학1호관,262,"[('Tuesday', datetime.time(11, 0), datetime.time(11, 30)), ('Tuesday', datetime.time(11, 30), datetime.time(12, 0)), ('Tuesday', datetime.time(12, 0), datetime.time(12, 30)), ('Tuesday', datetime.time(12, 30), datetime.time(13, 0)), ('Thursday', datetime.time(10, 0), datetime.time(10, 30)), ('Thursday', datetime.time(10, 30), datetime.time(11, 0))]",35.846595,127.132551
